"comuna","cut_comuna","dist_c17","semana","sosp_minsal0326","sosp_minsal0530","obs_cnt"
"Villa Alemana","5804","580408","22",0,1,10
"Rancagua","6101","610101","22",0,1,10
"Rancagua","6101","610102","22",0,1,2
"Rancagua","6101","610103","22",0,0,4
"Rancagua","6101","610104","22",0,1,12
"Rancagua","6101","610105","22",1,1,4
"Rancagua","6101","610106","22",0,1,13
"Rancagua","6101","610107","22",0,0,2
"Rancagua","6101","610108","22",0,2,25
"Rancagua","6101","610109","22",0,3,13
"Rancagua","6101","610110","22",0,2,24
"Rancagua","6101","610111","22",0,0,2
"Rancagua","6101","610114","22",0,0,2
"Rancagua","6101","610117","22",1,2,17
"Codegua","6102","610201","22",0,1,3
"Doñihue","6105","610503","22",0,3,7
"Graneros","6106","610601","22",0,0,3
"Machalí","6108","610801","22",0,1,2
"Machalí","6108","610802","22",0,6,28
"Machalí","6108","610803","22",0,1,8
"Rengo","6115","611502","22",0,0,2
"Rengo","6115","611504","22",0,2,16
"San Vicente","6117","611701","22",0,2,17
"San Vicente","6117","611702","22",0,1,4
"Pichilemu","6201","620101","22",0,0,6
"San Fernando","6301","630104","22",0,0,6
"San Fernando","6301","630112","22",0,0,6
"San Fernando","6301","630113","22",0,0,2
"Chimbarongo","6303","630301","22",0,1,10
"Chimbarongo","6303","630305","22",0,1,2
"Nancagua","6305","630501","22",0,0,1
"Santa Cruz","6310","631001","22",0,1,3
"Santa Cruz","6310","631002","22",0,0,6
"Talca","7101","710101","22",0,1,12
"Talca","7101","710102","22",0,2,14
"Talca","7101","710104","22",0,1,12
"Talca","7101","710105","22",0,0,5
"Talca","7101","710106","22",0,1,2
"Talca","7101","710107","22",0,3,26
"Talca","7101","710108","22",0,0,4
"Talca","7101","710111","22",0,6,28
"Talca","7101","710112","22",0,2,6
"Talca","7101","710113","22",0,3,12
"Talca","7101","710114","22",0,3,14
"Constitución","7102","710201","22",0,2,8
"Constitución","7102","710202","22",0,2,6
"Maule","7105","710505","22",0,1,7
"San Clemente","7109","710901","22",0,0,4
"Cauquenes","7201","720103","22",0,2,7
"Cauquenes","7201","720106","22",0,1,5
"Cauquenes","7201","720116","22",0,0,2
"Pelluhue","7203","720302","22",0,1,3
"Curicó","7301","730101","22",0,1,6
"Curicó","7301","730102","22",0,0,4
"Curicó","7301","730103","22",0,4,11
"Curicó","7301","730104","22",0,1,3
"Curicó","7301","730105","22",0,0,4
"Curicó","7301","730107","22",0,1,2
"Curicó","7301","730110","22",0,1,17
"Curicó","7301","730111","22",1,2,9
"Curicó","7301","730118","22",0,1,5
"Licantén","7303","730301","22",0,1,7
"Molina","7304","730401","22",0,1,8
"Molina","7304","730402","22",1,3,8
"Rauco","7305","730501","22",0,0,3
"Romeral","7306","730601","22",1,1,9
"Teno","7308","730801","22",0,0,2
"Linares","7401","740101","22",0,1,11
"Linares","7401","740106","22",0,1,4
"Linares","7401","740107","22",0,0,6
"Parral","7404","740401","22",0,1,1
"Parral","7404","740402","22",0,2,6
"San Javier","7406","740603","22",0,1,5
"Concepción","8101","810101","22",0,2,16
"Concepción","8101","810102","22",0,1,22
"Concepción","8101","810107","22",0,0,2
"Concepción","8101","810108","22",0,1,9
"Concepción","8101","810110","22",0,0,5
"Concepción","8101","810112","22",0,0,13
"Concepción","8101","810113","22",0,2,11
"Concepción","8101","810116","22",0,6,33
"Concepción","8101","810117","22",0,2,2
"Concepción","8101","810122","22",0,1,9
"Concepción","8101","810124","22",1,5,26
"Concepción","8101","810125","22",0,2,16
"Concepción","8101","810127","22",0,0,2
"Concepción","8101","810128","22",0,1,5
"Concepción","8101","810132","22",0,0,16
"Coronel","8102","810201","22",0,0,2
"Coronel","8102","810203","22",0,0,3
"Coronel","8102","810204","22",0,0,3
"Chiguayante","8103","810301","22",0,0,15
"Chiguayante","8103","810302","22",0,1,6
"Chiguayante","8103","810304","22",0,0,13
"Chiguayante","8103","810305","22",0,0,8
"Hualqui","8105","810501","22",0,0,2
"Lota","8106","810601","22",0,1,2
"Lota","8106","810603","22",0,0,5
"Penco","8107","810701","22",0,2,12
"Penco","8107","810702","22",1,1,4
"Talcahuano","8110","811001","22",0,1,2
"Talcahuano","8110","811011","22",1,1,13
"Talcahuano","8110","811014","22",0,4,34
"Talcahuano","8110","811015","22",0,1,6
"Talcahuano","8110","811016","22",0,0,3
"Talcahuano","8110","811017","22",0,1,4
"Tomé","8111","811101","22",0,0,6
"Tomé","8111","811103","22",0,0,5
"Hualpén","8112","811201","22",0,0,2
"Hualpén","8112","811202","22",0,2,8
"Hualpén","8112","811204","22",0,1,8
"Hualpén","8112","811205","22",0,1,9
"Hualpén","8112","811206","22",0,0,3
"Curanilahue","8205","820501","22",0,0,2
"Los Ángeles","8301","830101","22",0,2,13
"Los Ángeles","8301","830102","22",0,0,21
"Los Ángeles","8301","830103","22",0,1,12
"Los Ángeles","8301","830104","22",0,0,9
"Los Ángeles","8301","830117","22",0,0,4
"Los Ángeles","8301","830121","22",0,1,32
"Cabrero","8303","830301","22",0,0,5
"Cabrero","8303","830304","22",0,1,2
"Mulchén","8305","830502","22",0,0,4
"Tucapel","8312","831202","22",0,1,4
"Yumbel","8313","831301","22",0,0,5
"Temuco","9101","910101","22",0,5,25
"Temuco","9101","910102","22",0,6,22
"Temuco","9101","910103","22",0,0,9
"Temuco","9101","910104","22",0,0,5
"Temuco","9101","910105","22",0,0,24
"Temuco","9101","910106","22",0,1,11
"Temuco","9101","910107","22",0,1,2
"Temuco","9101","910108","22",0,0,9
"Temuco","9101","910109","22",1,8,56
"Temuco","9101","910110","22",0,4,38
"Temuco","9101","910111","22",0,0,13
"Temuco","9101","910112","22",0,0,8
"Temuco","9101","910114","22",0,1,12
"Temuco","9101","910116","22",0,1,3
"Temuco","9101","910117","22",0,2,13
"Temuco","9101","910118","22",0,6,36
"Temuco","9101","910119","22",0,1,14
"Carahue","9102","910202","22",0,1,8
"Lautaro","9108","910811","22",0,0,4
"Pitrufquén","9114","911402","22",0,1,3
"Pucón","9115","911501","22",0,1,4
"Pucón","9115","911502","22",0,1,2
"Teodoro Schmidt","9117","911705","22",0,0,2
"Villarrica","9120","912003","22",0,0,2
"Villarrica","9120","912007","22",0,2,7
"Angol","9201","920101","22",0,1,2
"Traiguén","9210","921001","22",0,0,2
"Traiguén","9210","921005","22",0,0,4
"Victoria","9211","921101","22",0,1,5
"Victoria","9211","921104","22",0,0,2
"Puerto Montt","10101","0000000","23",1,6,64
"Cochamó","10103","0000000","23",0,0,5
"Fresia","10104","0000000","23",0,1,8
"Frutillar","10105","0000000","23",1,4,28
"Los Muermos","10106","0000000","23",0,0,2
"Llanquihue","10107","0000000","23",0,3,20
"Maullín","10108","0000000","23",0,2,2
"Puerto Varas","10109","0000000","23",0,3,34
"Castro","10201","0000000","23",0,8,36
"Ancud","10202","0000000","23",0,0,9
"Chonchi","10203","0000000","23",0,0,6
"Queilén","10207","0000000","23",0,0,2
"Quellón","10208","0000000","23",0,2,7
"Osorno","10301","0000000","23",1,11,33
"Puyehue","10304","0000000","23",0,0,5
"Iquique","1101","0000000","23",2,9,62
"Alto Hospicio","1107","0000000","23",0,1,3
"Coyhaique","11101","0000000","23",0,1,14
"Cisnes","11202","0000000","23",0,0,2
"Punta Arenas","12101","0000000","23",5,12,64
"Cabo de Hornos","12201","0000000","23",2,2,5
"Santiago","13101","0000000","23",10,30,229
"Cerrillos","13102","0000000","23",0,2,19
"Conchalí","13104","0000000","23",0,1,2
"El Bosque","13105","0000000","23",1,7,47
"Estación Central","13106","0000000","23",0,3,11
"Huechuraba","13107","0000000","23",3,8,64
"Independencia","13108","0000000","23",0,0,19
"La Cisterna","13109","0000000","23",1,3,18
"La Florida","13110","0000000","23",7,29,158
"La Granja","13111","0000000","23",0,2,21
"La Pintana","13112","0000000","23",0,0,3
"La Reina","13113","0000000","23",3,15,184
"Las Condes","13114","0000000","23",11,76,532
"Lo Barnechea","13115","0000000","23",4,37,170
"Lo Espejo","13116","0000000","23",0,3,17
"Lo Prado","13117","0000000","23",0,2,18
"Macul","13118","0000000","23",2,14,96
"Maipú","13119","0000000","23",4,26,177
"Ñuñoa","13120","0000000","23",9,40,330
"Pedro Aguirre Cerda","13121","0000000","23",0,0,14
"Peñalolén","13122","0000000","23",1,18,146
"Providencia","13123","0000000","23",2,26,294
"Pudahuel","13124","0000000","23",0,7,42
"Quilicura","13125","0000000","23",1,7,40
"Quinta Normal","13126","0000000","23",0,5,38
"Recoleta","13127","0000000","23",1,17,92
"Renca","13128","0000000","23",3,2,22
"San Joaquín","13129","0000000","23",0,2,34
"San Miguel","13130","0000000","23",2,23,206
"San Ramón","13131","0000000","23",0,0,18
"Vitacura","13132","0000000","23",5,29,230
"Puente Alto","13201","0000000","23",3,13,96
"Pirque","13202","0000000","23",0,0,18
"San José de Maipo","13203","0000000","23",1,2,18
"Colina","13301","0000000","23",4,20,127
"Lampa","13302","0000000","23",0,1,30
"San Bernardo","13401","0000000","23",1,9,71
"Buin","13402","0000000","23",0,6,50
"Calera de Tango","13403","0000000","23",0,0,5
"Paine","13404","0000000","23",1,5,49
"Melipilla","13501","0000000","23",1,5,25
"Curacaví","13503","0000000","23",0,2,6
"María Pinto","13504","0000000","23",1,1,8
"Talagante","13601","0000000","23",1,7,52
"Isla de Maipo","13603","0000000","23",0,2,14
"Padre Hurtado","13604","0000000","23",0,1,10
"Peñaflor","13605","0000000","23",0,1,4
"Valdivia","14101","0000000","23",3,17,109
"Corral","14102","0000000","23",1,1,6
"Panguipulli","14108","0000000","23",1,1,4
"La Unión","14201","0000000","23",1,2,14
"Futrono","14202","0000000","23",0,0,5
"Lago Ranco","14203","0000000","23",1,1,2
"Arica","15101","0000000","23",1,4,37
"Putre","15201","0000000","23",0,0,7
"Chillán","16101","0000000","23",1,5,39
"Bulnes","16102","0000000","23",0,2,15
"Chillán Viejo","16103","0000000","23",0,0,2
"Pinto","16106","0000000","23",0,3,5
"Quillón","16107","0000000","23",0,0,2
"San Ignacio","16108","0000000","23",0,1,7
"Quirihue","16201","0000000","23",0,0,2
"Ránquil","16206","0000000","23",0,0,6
"Treguaco","16207","0000000","23",0,0,2
"Coihueco","16302","0000000","23",0,2,11
"San Fabián","16304","0000000","23",0,1,9
"Antofagasta","2101","0000000","23",2,10,60
"Mejillones","2102","0000000","23",0,1,1
"Calama","2201","0000000","23",0,0,8
"Tocopilla","2301","0000000","23",0,0,2
"María Elena","2302","0000000","23",0,0,4
"Copiapó","3101","0000000","23",1,4,36
"Freirina","3303","0000000","23",0,0,2
"Huasco","3304","0000000","23",0,1,6
"La Serena","4101","0000000","23",0,8,54
"Coquimbo","4102","0000000","23",1,5,63
"La Higuera","4104","0000000","23",0,0,2
"Vicuña","4106","0000000","23",1,3,16
"Illapel","4201","0000000","23",0,0,3
"Salamanca","4204","0000000","23",0,0,4
"Ovalle","4301","0000000","23",0,3,13
"Punitaqui","4304","0000000","23",0,0,2
"Valparaíso","5101","0000000","23",0,8,82
"Casablanca","5102","0000000","23",0,1,10
"Concón","5103","0000000","23",3,11,65
"Puchuncaví","5105","0000000","23",0,2,7
"Quintero","5107","0000000","23",0,2,11
"Viña del Mar","5109","0000000","23",4,13,121
"Los Andes","5301","0000000","23",0,2,20
"Calle Larga","5302","0000000","23",0,1,7
"Rinconada","5303","0000000","23",0,3,9
"San Esteban","5304","0000000","23",0,2,9
"La Ligua","5401","0000000","23",0,0,4
"Papudo","5403","0000000","23",0,1,2
"Zapallar","5405","0000000","23",0,2,9
"Quillota","5501","0000000","23",2,5,32
"Hijuelas","5503","0000000","23",1,1,8
"La Cruz","5504","0000000","23",0,0,3
"San Antonio","5601","0000000","23",0,2,11
"Algarrobo","5602","0000000","23",1,1,27
"Cartagena","5603","0000000","23",0,0,6
"El Quisco","5604","0000000","23",0,0,6
"El Tabo","5605","0000000","23",0,0,8
"Santo Domingo","5606","0000000","23",1,3,17
"San Felipe","5701","0000000","23",0,3,22
"Catemu","5702","0000000","23",0,0,5
"Panquehue","5704","0000000","23",0,2,7
"Putaendo","5705","0000000","23",0,0,7
"Santa María","5706","0000000","23",0,1,2
"Quilpué","5801","0000000","23",4,9,74
"Limache","5802","0000000","23",1,1,11
"Olmué","5803","0000000","23",0,2,18
"Villa Alemana","5804","0000000","23",0,3,37
"Rancagua","6101","0000000","23",3,10,65
"Codegua","6102","0000000","23",1,2,13
"Coinco","6103","0000000","23",0,1,6
"Coltauco","6104","0000000","23",1,2,6
"Doñihue","6105","0000000","23",0,3,6
"Graneros","6106","0000000","23",1,1,12
"Las Cabras","6107","0000000","23",0,0,9
"Machalí","6108","0000000","23",1,5,22
"Malloa","6109","0000000","23",0,1,11
"Mostazal","6110","0000000","23",0,1,6
"Olivar","6111","0000000","23",0,0,5
"Rengo","6115","0000000","23",0,0,4
"Requínoa","6116","0000000","23",0,2,16
"San Vicente","6117","0000000","23",0,1,11
"Pichilemu","6201","0000000","23",1,2,9
"La Estrella","6202","0000000","23",0,0,3
"Marchihue","6204","0000000","23",0,1,3
"Navidad","6205","0000000","23",0,0,7
"San Fernando","6301","0000000","23",1,4,36
"Chimbarongo","6303","0000000","23",0,1,7
"Lolol","6304","0000000","23",0,1,10
"Nancagua","6305","0000000","23",0,0,5
"Santa Cruz","6310","0000000","23",0,4,21
"Talca","7101","0000000","23",4,9,57
"Constitución","7102","0000000","23",0,1,9
"Maule","7105","0000000","23",0,1,6
"San Clemente","7109","0000000","23",0,3,22
"San Rafael","7110","0000000","23",0,0,4
"Cauquenes","7201","0000000","23",0,2,4
"Chanco","7202","0000000","23",0,0,5
"Curicó","7301","0000000","23",1,3,34
"Licantén","7303","0000000","23",0,0,2
"Molina","7304","0000000","23",0,1,6
"Romeral","7306","0000000","23",0,0,6
"Sagrada Familia","7307","0000000","23",0,0,4
"Teno","7308","0000000","23",0,0,8
"Linares","7401","0000000","23",0,1,4
"Longaví","7403","0000000","23",0,0,4
"Parral","7404","0000000","23",0,0,17
"San Javier","7406","0000000","23",0,0,5
"Yerbas Buenas","7408","0000000","23",0,1,6
"Concepción","8101","0000000","23",1,9,63
"Coronel","8102","0000000","23",0,1,15
"Chiguayante","8103","0000000","23",0,0,8
"Florida","8104","0000000","23",0,2,3
"Lota","8106","0000000","23",0,0,2
"Penco","8107","0000000","23",0,0,11
"Santa Juana","8109","0000000","23",0,0,7
"Talcahuano","8110","0000000","23",1,5,22
"Hualpén","8112","0000000","23",0,2,24
"Lebu","8201","0000000","23",0,0,4
"Cañete","8203","0000000","23",0,0,7
"Curanilahue","8205","0000000","23",1,1,7
"Los Ángeles","8301","0000000","23",0,5,56
"Cabrero","8303","0000000","23",0,2,6
"Laja","8304","0000000","23",0,2,2
"Mulchén","8305","0000000","23",0,1,15
"Nacimiento","8306","0000000","23",0,0,3
"Yumbel","8313","0000000","23",0,0,3
"Temuco","9101","0000000","23",1,8,83
"Carahue","9102","0000000","23",0,0,4
"Cunco","9103","0000000","23",0,2,18
"Galvarino","9106","0000000","23",0,0,2
"Gorbea","9107","0000000","23",0,1,4
"Lautaro","9108","0000000","23",0,0,2
"Loncoche","9109","0000000","23",0,1,8
"Padre Las Casas","9112","0000000","23",2,4,29
"Pitrufquén","9114","0000000","23",0,0,2
"Pucón","9115","0000000","23",0,4,12
"Toltén","9118","0000000","23",0,1,3
"Vilcún","9119","0000000","23",0,2,6
"Villarrica","9120","0000000","23",0,1,13
"Collipulli","9202","0000000","23",0,2,3
"Curacautín","9203","0000000","23",1,2,8
"Lumaco","9207","0000000","23",0,0,6
"Traiguén","9210","0000000","23",0,2,15
"Victoria","9211","0000000","23",0,2,17
"Puerto Montt","10101","1010101","23",0,0,3
"Puerto Montt","10101","1010102","23",0,1,4
"Puerto Montt","10101","1010103","23",2,7,39
"Puerto Montt","10101","1010104","23",0,2,21
"Puerto Montt","10101","1010105","23",0,3,19
"Puerto Montt","10101","1010106","23",0,3,43
"Puerto Montt","10101","1010107","23",0,0,2
"Puerto Montt","10101","1010109","23",0,1,5
"Puerto Montt","10101","1010116","23",0,0,2
"Puerto Montt","10101","1010117","23",0,2,24
"Frutillar","10105","1010501","23",0,2,15
"Los Muermos","10106","1010601","23",0,0,3
"Puerto Varas","10109","1010901","23",0,1,9
"Puerto Varas","10109","1010905","23",0,0,2
"Castro","10201","1020101","23",0,2,9
"Castro","10201","1020105","23",0,1,3
"Ancud","10202","1020201","23",1,1,8
"Ancud","10202","1020203","23",0,0,1
"Chonchi","10203","1020308","23",0,0,8
"Quinchao","10210","1021001","23",0,1,3
"Osorno","10301","1030101","23",0,1,11
"Osorno","10301","1030103","23",0,0,3
"Osorno","10301","1030104","23",1,6,24
"Osorno","10301","1030105","23",0,1,8
"Osorno","10301","1030106","23",0,4,18
"Osorno","10301","1030108","23",0,0,4
"Osorno","10301","1030109","23",0,1,6
"Osorno","10301","1030114","23",0,1,7
"Osorno","10301","1030118","23",0,0,2
"Purranque","10303","1030301","23",0,1,7
"Puyehue","10304","1030401","23",0,0,6
"Iquique","1101","110101","23",0,0,6
"Iquique","1101","110105","23",0,2,22
"Iquique","1101","110106","23",0,0,4
"Iquique","1101","110107","23",0,1,20
"Iquique","1101","110108","23",0,2,12
"Iquique","1101","110110","23",1,2,7
"Iquique","1101","110111","23",1,5,23
"Alto Hospicio","1107","110702","23",0,0,4
"Alto Hospicio","1107","110703","23",0,0,2
"Alto Hospicio","1107","110704","23",0,0,4
"Coyhaique","11101","1110101","23",1,2,7
"Coyhaique","11101","1110112","23",0,0,2
"Coyhaique","11101","1110113","23",0,0,2
"Punta Arenas","12101","1210101","23",0,2,20
"Punta Arenas","12101","1210103","23",0,2,16
"Punta Arenas","12101","1210104","23",1,4,20
"Punta Arenas","12101","1210105","23",0,2,6
"Punta Arenas","12101","1210107","23",1,2,11
"Punta Arenas","12101","1210108","23",1,2,8
"Cabo de Hornos","12201","1220101","23",0,0,3
"Santiago","13101","1310101","23",0,6,48
"Santiago","13101","1310102","23",2,8,23
"Santiago","13101","1310103","23",0,3,34
"Santiago","13101","1310104","23",4,20,120
"Santiago","13101","1310106","23",0,1,23
"Santiago","13101","1310107","23",1,0,12
"Santiago","13101","1310108","23",0,0,4
"Santiago","13101","1310109","23",0,8,44
"Santiago","13101","1310110","23",0,0,16
"Santiago","13101","1310111","23",0,11,108
"Santiago","13101","1310112","23",0,0,20
"Santiago","13101","1310113","23",2,6,28
"Santiago","13101","1310114","23",1,0,13
"Santiago","13101","1310115","23",0,0,2
"Santiago","13101","1310116","23",1,2,22
"Santiago","13101","1310117","23",2,14,69
"Santiago","13101","1310118","23",0,0,6
"Santiago","13101","1310119","23",1,5,44
"Santiago","13101","1310120","23",0,0,8
"Santiago","13101","1310121","23",0,0,12
"Santiago","13101","1310122","23",0,1,7
"Santiago","13101","1310124","23",0,0,4
"Santiago","13101","1310125","23",0,0,11
"Santiago","13101","1310126","23",0,0,4
"Santiago","13101","1310127","23",0,6,48
"Santiago","13101","1310128","23",1,7,46
"Santiago","13101","1310129","23",0,1,3
"Cerrillos","13102","1310201","23",1,1,19
"Cerrillos","13102","1310202","23",0,1,3
"Cerrillos","13102","1310203","23",0,2,11
"Cerrillos","13102","1310204","23",0,2,19
"Cerro Navia","13103","1310301","23",0,0,6
"Cerro Navia","13103","1310304","23",0,0,1
"Cerro Navia","13103","1310305","23",0,0,2
"Cerro Navia","13103","1310307","23",1,3,16
"Cerro Navia","13103","1310308","23",0,1,3
"Cerro Navia","13103","1310309","23",1,0,17
"Conchalí","13104","1310402","23",0,1,8
"Conchalí","13104","1310403","23",0,0,4
"Conchalí","13104","1310404","23",0,1,3
"Conchalí","13104","1310405","23",0,1,8
"Conchalí","13104","1310406","23",0,0,4
"Conchalí","13104","1310407","23",0,1,3
"Conchalí","13104","1310409","23",0,0,5
"Conchalí","13104","1310410","23",0,1,5
"El Bosque","13105","1310501","23",0,0,10
"El Bosque","13105","1310502","23",0,0,1
"El Bosque","13105","1310503","23",0,6,9
"El Bosque","13105","1310504","23",0,1,8
"El Bosque","13105","1310505","23",0,1,14
"El Bosque","13105","1310506","23",0,1,4
"El Bosque","13105","1310507","23",0,2,5
"El Bosque","13105","1310508","23",0,1,7
"El Bosque","13105","1310509","23",0,0,6
"El Bosque","13105","1310510","23",0,0,2
"San Bernardo","13401","1310510","23",0,1,9
"Estación Central","13106","1310603","23",0,2,3
"Estación Central","13106","1310605","23",0,0,11
"Estación Central","13106","1310606","23",0,1,9
"Estación Central","13106","1310607","23",0,0,2
"Santiago","13101","1310608","23",0,1,4
"Estación Central","13106","1310608","23",1,2,27
"Maipú","13119","1310608","23",0,0,4
"Estación Central","13106","1310610","23",1,3,24
"Estación Central","13106","1310611","23",0,3,13
"Estación Central","13106","1310612","23",0,1,15
"Estación Central","13106","1310613","23",0,0,4
"Estación Central","13106","1310614","23",0,3,8
"Huechuraba","13107","1310701","23",0,14,90
"Huechuraba","13107","1310702","23",0,1,9
"Huechuraba","13107","1310705","23",0,0,3
"Vitacura","13132","1310705","23",0,0,6
"Independencia","13108","1310801","23",0,1,21
"Independencia","13108","1310802","23",0,0,10
"Independencia","13108","1310803","23",0,4,22
"Independencia","13108","1310804","23",0,1,11
"Independencia","13108","1310805","23",0,2,25
"Independencia","13108","1310806","23",0,1,15
"Santiago","13101","1310901","23",0,1,5
"La Cisterna","13109","1310901","23",1,5,26
"La Cisterna","13109","1310902","23",0,4,25
"La Cisterna","13109","1310903","23",1,9,35
"La Cisterna","13109","1310904","23",1,1,3
"San Ramón","13131","1310904","23",0,0,3
"La Cisterna","13109","1310905","23",0,3,20
"El Bosque","13105","1310906","23",0,0,5
"La Cisterna","13109","1310906","23",0,0,16
"La Florida","13110","1311001","23",0,2,5
"La Florida","13110","1311002","23",1,0,9
"La Florida","13110","1311003","23",1,2,45
"La Florida","13110","1311004","23",1,5,61
"La Florida","13110","1311005","23",0,0,7
"Peñalolén","13122","1311005","23",0,0,2
"La Florida","13110","1311006","23",2,8,58
"La Florida","13110","1311007","23",1,9,67
"La Florida","13110","1311008","23",1,4,27
"La Florida","13110","1311009","23",0,7,25
"La Florida","13110","1311010","23",1,4,35
"La Florida","13110","1311011","23",1,1,11
"La Florida","13110","1311012","23",0,2,6
"La Florida","13110","1311013","23",0,2,4
"La Florida","13110","1311014","23",0,0,4
"La Florida","13110","1311015","23",0,0,4
"La Florida","13110","1311016","23",1,2,21
"Puente Alto","13201","1311016","23",0,0,2
"La Florida","13110","1311017","23",1,5,33
"La Florida","13110","1311018","23",1,1,2
"La Florida","13110","1311019","23",0,6,49
"Santiago","13101","1311021","23",0,3,17
"La Florida","13110","1311021","23",2,2,16
"La Granja","13111","1311101","23",0,1,4
"Santiago","13101","1311102","23",0,1,9
"La Granja","13111","1311102","23",0,1,8
"La Granja","13111","1311104","23",0,2,7
"La Granja","13111","1311105","23",0,2,6
"La Granja","13111","1311106","23",0,1,2
"La Granja","13111","1311107","23",0,2,14
"La Pintana","13112","1311201","23",0,0,3
"La Pintana","13112","1311202","23",0,1,6
"Puente Alto","13201","1311205","23",0,0,2
"La Pintana","13112","1311206","23",0,1,2
"La Pintana","13112","1311208","23",0,1,6
"La Reina","13113","1311301","23",1,12,136
"La Reina","13113","1311302","23",1,2,22
"Ñuñoa","13120","1311302","23",0,3,10
"La Reina","13113","1311303","23",3,7,61
"Las Condes","13114","1311303","23",0,0,3
"La Reina","13113","1311304","23",1,7,68
"La Reina","13113","1311305","23",3,15,99
"La Reina","13113","1311306","23",2,10,88
"La Reina","13113","1311307","23",1,2,35
"Las Condes","13114","1311401","23",5,16,134
"Las Condes","13114","1311402","23",0,2,17
"Las Condes","13114","1311403","23",3,9,49
"Las Condes","13114","1311404","23",3,7,39
"Las Condes","13114","1311405","23",4,13,125
"Las Condes","13114","1311406","23",0,2,17
"Las Condes","13114","1311407","23",0,1,27
"Las Condes","13114","1311408","23",1,13,105
"Las Condes","13114","1311409","23",4,11,71
"Las Condes","13114","1311410","23",5,14,115
"Las Condes","13114","1311411","23",0,4,48
"Las Condes","13114","1311412","23",1,12,106
"Las Condes","13114","1311413","23",5,12,99
"Las Condes","13114","1311414","23",0,2,22
"Las Condes","13114","1311415","23",1,10,61
"Las Condes","13114","1311416","23",1,8,74
"Lo Barnechea","13115","1311501","23",2,16,138
"Lo Barnechea","13115","1311502","23",2,9,46
"Lo Barnechea","13115","1311504","23",0,2,22
"Lo Espejo","13116","1311603","23",0,1,10
"Lo Espejo","13116","1311604","23",0,0,3
"Pedro Aguirre Cerda","13121","1311606","23",0,0,2
"Lo Espejo","13116","1311607","23",0,1,4
"Lo Prado","13117","1311701","23",0,1,10
"Cerro Navia","13103","1311702","23",0,0,5
"Lo Prado","13117","1311702","23",0,1,5
"Santiago","13101","1311703","23",0,2,17
"Lo Prado","13117","1311703","23",0,1,15
"Pudahuel","13124","1311705","23",0,0,5
"Lo Prado","13117","1311707","23",0,1,8
"Macul","13118","1311801","23",0,1,21
"Macul","13118","1311802","23",1,7,94
"Macul","13118","1311803","23",0,1,19
"Macul","13118","1311804","23",0,1,15
"Macul","13118","1311805","23",0,1,20
"Macul","13118","1311806","23",0,4,32
"Peñalolén","13122","1311806","23",0,0,6
"Maipú","13119","1311901","23",2,8,53
"Maipú","13119","1311902","23",3,15,67
"Maipú","13119","1311903","23",0,1,10
"Maipú","13119","1311905","23",0,3,21
"Maipú","13119","1311907","23",1,3,40
"Maipú","13119","1311908","23",0,3,23
"Maipú","13119","1311910","23",1,2,13
"Maipú","13119","1311911","23",0,0,5
"Maipú","13119","1311912","23",0,0,5
"Maipú","13119","1311913","23",0,1,6
"Maipú","13119","1311914","23",0,3,33
"Maipú","13119","1311916","23",1,4,22
"Maipú","13119","1311917","23",0,2,17
"Maipú","13119","1311918","23",0,0,8
"Maipú","13119","1311919","23",1,2,26
"Maipú","13119","1311920","23",1,4,56
"Cerrillos","13102","1311921","23",0,0,3
"Maipú","13119","1311921","23",0,1,19
"Maipú","13119","1311922","23",0,0,1
"Maipú","13119","1311923","23",2,7,43
"Ñuñoa","13120","1312001","23",1,31,200
"Providencia","13123","1312001","23",0,2,10
"Ñuñoa","13120","1312002","23",4,20,178
"Providencia","13123","1312002","23",0,1,4
"Ñuñoa","13120","1312003","23",1,7,68
"Ñuñoa","13120","1312004","23",0,8,54
"Ñuñoa","13120","1312005","23",5,19,156
"Ñuñoa","13120","1312006","23",2,7,33
"Ñuñoa","13120","1312007","23",2,11,121
"Ñuñoa","13120","1312008","23",0,0,6
"Ñuñoa","13120","1312009","23",0,5,43
"Ñuñoa","13120","1312010","23",3,14,58
"Ñuñoa","13120","1312011","23",4,16,105
"Providencia","13123","1312011","23",0,0,2
"Pedro Aguirre Cerda","13121","1312101","23",0,0,6
"Santiago","13101","1312102","23",0,0,2
"Pedro Aguirre Cerda","13121","1312102","23",0,1,7
"Pedro Aguirre Cerda","13121","1312103","23",0,1,13
"Pedro Aguirre Cerda","13121","1312104","23",0,0,10
"Pedro Aguirre Cerda","13121","1312105","23",0,2,6
"Pedro Aguirre Cerda","13121","1312106","23",0,3,10
"Pedro Aguirre Cerda","13121","1312107","23",0,0,2
"Pedro Aguirre Cerda","13121","1312108","23",0,0,1
"Peñalolén","13122","1312201","23",0,3,12
"Santiago","13101","1312202","23",0,1,2
"Peñalolén","13122","1312202","23",0,1,23
"Peñalolén","13122","1312203","23",4,29,188
"La Florida","13110","1312204","23",0,0,3
"Peñalolén","13122","1312204","23",1,2,14
"Peñalolén","13122","1312205","23",1,2,32
"Peñalolén","13122","1312206","23",0,0,2
"Peñalolén","13122","1312207","23",0,4,16
"Peñalolén","13122","1312208","23",0,1,4
"Peñalolén","13122","1312209","23",0,0,19
"Peñalolén","13122","1312210","23",0,1,11
"Peñalolén","13122","1312211","23",0,2,17
