"comuna","cut_comuna","dist_c17","semana","sosp_minsal0326","sosp_minsal0530","obs_cnt"
"La Granja","13111","1311102","22",0,2,7
"La Granja","13111","1311104","22",0,0,8
"La Granja","13111","1311105","22",0,0,6
"La Granja","13111","1311107","22",1,1,8
"La Pintana","13112","1311201","22",0,0,4
"Puente Alto","13201","1311201","22",0,0,4
"La Florida","13110","1311205","22",0,1,6
"La Pintana","13112","1311205","22",0,0,10
"Puente Alto","13201","1311205","22",0,1,5
"La Pintana","13112","1311207","22",0,0,10
"La Pintana","13112","1311208","22",0,1,5
"La Reina","13113","1311301","22",1,6,49
"La Reina","13113","1311302","22",0,4,39
"Ñuñoa","13120","1311302","22",0,5,16
"La Reina","13113","1311303","22",0,9,58
"Las Condes","13114","1311303","22",0,0,4
"La Reina","13113","1311304","22",1,11,99
"La Reina","13113","1311305","22",0,15,114
"La Reina","13113","1311306","22",0,5,53
"La Reina","13113","1311307","22",2,9,47
"Las Condes","13114","1311401","22",0,8,115
"Vitacura","13132","1311401","22",0,1,5
"Las Condes","13114","1311402","22",3,7,35
"Vitacura","13132","1311402","22",0,0,2
"Las Condes","13114","1311403","22",0,13,82
"Las Condes","13114","1311404","22",0,7,70
"Las Condes","13114","1311405","22",0,11,145
"Las Condes","13114","1311406","22",1,3,14
"Las Condes","13114","1311407","22",0,11,54
"Las Condes","13114","1311408","22",1,10,93
"Las Condes","13114","1311409","22",0,7,62
"Las Condes","13114","1311410","22",1,13,140
"Las Condes","13114","1311411","22",0,7,55
"Las Condes","13114","1311412","22",1,7,50
"Las Condes","13114","1311413","22",1,11,103
"Las Condes","13114","1311414","22",0,0,15
"Las Condes","13114","1311415","22",1,4,45
"Las Condes","13114","1311416","22",2,12,98
"Lo Barnechea","13115","1311501","22",1,18,124
"Lo Barnechea","13115","1311502","22",0,6,41
"Lo Barnechea","13115","1311504","22",1,6,53
"Lo Espejo","13116","1311601","22",0,0,2
"Lo Espejo","13116","1311603","22",0,1,9
"Lo Espejo","13116","1311604","22",0,0,2
"Lo Espejo","13116","1311606","22",0,1,7
"Lo Prado","13117","1311701","22",1,1,3
"Cerro Navia","13103","1311702","22",0,1,2
"Quinta Normal","13126","1311702","22",0,0,2
"Santiago","13101","1311703","22",0,2,21
"Lo Prado","13117","1311703","22",0,0,2
"Quinta Normal","13126","1311703","22",0,0,4
"Lo Prado","13117","1311704","22",0,1,6
"Lo Prado","13117","1311705","22",0,0,1
"Pudahuel","13124","1311705","22",0,0,5
"Lo Prado","13117","1311707","22",0,1,11
"Macul","13118","1311801","22",0,5,42
"Macul","13118","1311802","22",2,10,98
"Macul","13118","1311803","22",0,5,11
"San Joaquín","13129","1311803","22",0,0,4
"Macul","13118","1311804","22",0,3,31
"Macul","13118","1311805","22",0,3,23
"Macul","13118","1311806","22",0,4,30
"Maipú","13119","1311901","22",2,9,41
"Maipú","13119","1311902","22",0,5,44
"Maipú","13119","1311903","22",0,4,19
"Maipú","13119","1311904","22",0,1,2
"Maipú","13119","1311905","22",0,1,17
"Maipú","13119","1311906","22",0,2,13
"Maipú","13119","1311907","22",0,1,12
"Maipú","13119","1311908","22",0,2,32
"Maipú","13119","1311911","22",0,0,7
"Maipú","13119","1311912","22",0,1,10
"Maipú","13119","1311913","22",0,0,5
"Maipú","13119","1311914","22",0,1,33
"Maipú","13119","1311915","22",0,1,2
"Maipú","13119","1311916","22",0,7,31
"Maipú","13119","1311917","22",1,4,29
"Maipú","13119","1311918","22",0,2,11
"Maipú","13119","1311919","22",0,4,37
"Maipú","13119","1311920","22",0,1,36
"Maipú","13119","1311921","22",0,5,34
"Maipú","13119","1311922","22",0,2,13
"Maipú","13119","1311923","22",0,7,39
"Ñuñoa","13120","1312001","22",4,39,282
"Santiago","13101","1312002","22",0,1,6
"Ñuñoa","13120","1312002","22",3,32,204
"Ñuñoa","13120","1312003","22",0,5,60
"Ñuñoa","13120","1312004","22",1,7,73
"Ñuñoa","13120","1312005","22",0,20,200
"Ñuñoa","13120","1312006","22",4,8,80
"Ñuñoa","13120","1312007","22",1,11,116
"Ñuñoa","13120","1312008","22",0,3,8
"Ñuñoa","13120","1312009","22",1,2,39
"Ñuñoa","13120","1312010","22",0,13,79
"Ñuñoa","13120","1312011","22",1,13,77
"Providencia","13123","1312011","22",0,1,4
"Pedro Aguirre Cerda","13121","1312101","22",0,0,6
"Santiago","13101","1312102","22",0,1,1
"Pedro Aguirre Cerda","13121","1312102","22",0,3,16
"Pedro Aguirre Cerda","13121","1312103","22",0,2,17
"Pedro Aguirre Cerda","13121","1312105","22",0,0,9
"Pedro Aguirre Cerda","13121","1312106","22",0,1,6
"Pedro Aguirre Cerda","13121","1312108","22",0,1,5
"Ñuñoa","13120","1312201","22",0,1,5
"Peñalolén","13122","1312201","22",0,0,12
"Peñalolén","13122","1312202","22",0,4,29
"Peñalolén","13122","1312203","22",1,18,182
"Peñalolén","13122","1312205","22",0,4,46
"Peñalolén","13122","1312206","22",0,1,7
"Peñalolén","13122","1312207","22",0,1,15
"Peñalolén","13122","1312208","22",0,1,19
"Peñalolén","13122","1312209","22",0,1,3
"Peñalolén","13122","1312211","22",0,2,17
"Ñuñoa","13120","1312301","22",1,6,45
"Providencia","13123","1312301","22",0,18,130
"Ñuñoa","13120","1312302","22",0,0,6
"Providencia","13123","1312302","22",2,20,163
"Las Condes","13114","1312303","22",0,0,2
"Providencia","13123","1312303","22",0,14,111
"Ñuñoa","13120","1312304","22",0,3,54
"Providencia","13123","1312304","22",2,30,347
"Ñuñoa","13120","1312305","22",1,6,37
"Providencia","13123","1312305","22",0,2,17
"Santiago","13101","1312306","22",0,1,2
"Ñuñoa","13120","1312306","22",0,2,21
"Providencia","13123","1312306","22",1,12,68
"Providencia","13123","1312307","22",0,7,47
"Recoleta","13127","1312307","22",0,0,4
"Providencia","13123","1312308","22",0,4,33
"Pudahuel","13124","1312402","22",1,7,20
"Pudahuel","13124","1312404","22",0,0,2
"Pudahuel","13124","1312405","22",0,0,4
"Estación Central","13106","1312406","22",0,0,2
"Pudahuel","13124","1312406","22",0,5,42
"Pudahuel","13124","1312407","22",0,2,22
"Pudahuel","13124","1312409","22",0,1,3
"Pudahuel","13124","1312410","22",0,0,6
"Quilicura","13125","1312501","22",0,4,22
"Quilicura","13125","1312502","22",0,5,26
"Quilicura","13125","1312503","22",0,0,3
"Colina","13301","1312503","22",0,1,4
"Quilicura","13125","1312504","22",0,2,48
"Santiago","13101","1312601","22",0,1,3
"Quinta Normal","13126","1312601","22",0,1,9
"Quinta Normal","13126","1312602","22",0,1,14
"Quinta Normal","13126","1312603","22",0,0,7
"Quinta Normal","13126","1312604","22",0,2,14
"Estación Central","13106","1312605","22",0,0,6
"Quinta Normal","13126","1312606","22",0,0,2
"Quinta Normal","13126","1312607","22",0,0,2
"Quinta Normal","13126","1312608","22",0,0,1
"Recoleta","13127","1312701","22",0,0,2
"Recoleta","13127","1312702","22",0,2,11
"Independencia","13108","1312703","22",0,1,3
"Recoleta","13127","1312704","22",0,0,3
"Recoleta","13127","1312706","22",0,0,14
"Recoleta","13127","1312707","22",0,0,2
"Recoleta","13127","1312708","22",0,1,3
"Recoleta","13127","1312709","22",0,0,2
"Recoleta","13127","1312710","22",0,1,6
"Recoleta","13127","1312711","22",0,0,10
"Recoleta","13127","1312713","22",0,2,11
"Renca","13128","1312801","22",0,1,11
"Renca","13128","1312802","22",0,0,5
"Renca","13128","1312803","22",0,0,7
"Renca","13128","1312805","22",0,0,4
"Renca","13128","1312806","22",0,2,5
"Renca","13128","1312807","22",0,1,14
"Renca","13128","1312808","22",0,0,4
"San Joaquín","13129","1312901","22",0,1,17
"San Joaquín","13129","1312902","22",0,3,11
"San Joaquín","13129","1312903","22",1,1,8
"San Joaquín","13129","1312904","22",0,0,11
"San Joaquín","13129","1312905","22",1,4,18
"San Joaquín","13129","1312906","22",0,0,9
"San Joaquín","13129","1312907","22",0,0,12
"Santiago","13101","1313001","22",0,1,6
"San Miguel","13130","1313001","22",0,4,13
"San Miguel","13130","1313002","22",0,2,18
"San Miguel","13130","1313003","22",0,1,11
"San Miguel","13130","1313004","22",0,5,38
"San Miguel","13130","1313005","22",0,2,15
"Pedro Aguirre Cerda","13121","1313006","22",0,0,2
"San Miguel","13130","1313006","22",0,3,24
"San Miguel","13130","1313007","22",0,1,10
"San Ramón","13131","1313102","22",0,0,8
"San Ramón","13131","1313103","22",0,2,8
"San Ramón","13131","1313105","22",0,1,8
"Vitacura","13132","1313201","22",1,10,49
"Las Condes","13114","1313202","22",1,2,11
"Vitacura","13132","1313202","22",1,16,124
"Vitacura","13132","1313203","22",0,4,31
"Las Condes","13114","1313204","22",0,0,10
"Vitacura","13132","1313204","22",1,10,72
"Las Condes","13114","1313205","22",0,0,11
"Vitacura","13132","1313205","22",0,5,72
"Puente Alto","13201","1320101","22",2,2,14
"La Florida","13110","1320102","22",0,0,2
"Puente Alto","13201","1320102","22",1,8,58
"Puente Alto","13201","1320103","22",0,7,39
"Puente Alto","13201","1320104","22",0,0,9
"Puente Alto","13201","1320105","22",0,0,9
"Puente Alto","13201","1320106","22",0,0,10
"Puente Alto","13201","1320107","22",0,1,20
"Puente Alto","13201","1320108","22",1,7,44
"Puente Alto","13201","1320110","22",0,2,21
"Puente Alto","13201","1320111","22",0,1,16
"Puente Alto","13201","1320112","22",1,7,34
"Puente Alto","13201","1320113","22",0,2,11
"Puente Alto","13201","1320114","22",1,2,6
"Puente Alto","13201","1320115","22",0,4,47
"Puente Alto","13201","1320116","22",0,3,13
"Puente Alto","13201","1320117","22",0,10,39
"Puente Alto","13201","1320118","22",0,1,16
"Puente Alto","13201","1320119","22",1,6,65
"Pirque","13202","1320201","22",0,2,10
"Pirque","13202","1320202","22",0,2,17
"San José de Maipo","13203","1320303","22",0,0,7
"San José de Maipo","13203","1320306","22",0,0,3
"Colina","13301","1330101","22",0,4,29
"Colina","13301","1330102","22",0,5,53
"Colina","13301","1330103","22",0,4,30
"Colina","13301","1330104","22",0,0,5
"Colina","13301","1330106","22",0,7,25
"Lampa","13302","1330201","22",0,0,1
"Lampa","13302","1330203","22",0,0,13
"Lampa","13302","1330204","22",0,1,14
"San Bernardo","13401","1340101","22",0,0,22
"San Bernardo","13401","1340105","22",1,1,2
"San Bernardo","13401","1340106","22",1,1,14
"San Bernardo","13401","1340107","22",0,2,16
"San Bernardo","13401","1340108","22",0,3,36
"San Bernardo","13401","1340109","22",0,2,12
"San Bernardo","13401","1340110","22",0,1,3
"El Bosque","13105","1340111","22",0,0,4
"San Bernardo","13401","1340111","22",0,3,26
"San Bernardo","13401","1340112","22",0,1,5
